["AGHL","BGK","F","EL","HJK"]:0.27599700253759274:5030.36804853648
["","","","L","AHK"]:0.134045435786625:791.2012984907429
["L","","","","H"]:0.09138127945225001:530.2314233262149
["AGHL","K","","","BHK"]:0.2327661238875:1639.9098425294274
["AGHL","BK","F","E","HIJK"]:0.27133365925739616:4172.708229762124
["AGHL","JK","","E","HJK"]:0.21830222983845896:3013.004441943649
["GL","K","","","HK"]:0.17479653763750003:1233.5946153044445
["GHL","","","","BHK"]:0.176639706471875:1204.1787232271452
["L","","","","ABGH"]:0.16649071728136525:1817.9882220054342
["AGL","K","","","BHK"]:0.2279587408125:1572.8210027095122
["AGL","BHK","","","BHK"]:0.2337502507125:1831.0750480512977
["GL","K","","L","HJK"]:0.19736329426558868:2040.0292417290411
["AGL","KL","","","BHK"]:0.23214159081250002:1868.9469263021556
["AL","HK","","","BHK"]:0.1877592238:1275.9446530854043
["AGL","BHK","","E","HJK"]:0.2544616921824935:2736.2514950722866
["L","","","","BHK"]:0.14015745080937503:794.6039266185655
["AGHL","BHK","","E","JK"]:0.2528957908399023:2687.5160578074756
["","","","","HK"]:0.048310060161625:271.1830411719735
["GHL","BK","F","EL","HJK"]:0.2474346589625927:4488.632904118359
["AGL","","","","BH"]:0.1791948451875:1208.0007329894916
["AGHL","","","","BH"]:0.1840022282625:1275.089572809407
["L","","","","AH"]:0.11953852695225001:675.512949604903
["AGHL","BK","","F","HKL"]:0.2559772600659517:2928.6006132776624
["AGHL","BK","F","","HJK"]:0.25729936911616874:3141.2160951872497
["AGL","BHK","","","BH"]:0.1861229988375:1719.9750251795394
["L","K","","","BHK"]:0.170587365725:1048.324173466828
["AGHL","J","","","HK"]:0.21891364353671566:1677.1125115218836
["HL","K","","","AGHK"]:0.19878464696250003:1442.790797779522
["HL","","","","AHK"]:0.14336245388437502:850.2886255093674
["","KL","","","BHK"]:0.16332623135:978.5146591377509
["L","","","","ABHK"]:0.1434263027313058:1431.6165352980845
["","B","","","AGHL"]:0.16344391196250002:1157.7819517963399
["AGHL","JK","F","","HIK"]:0.24244907750701392:3620.538258675793
["L","","","","AH"]:0.11953852695225001:675.512949604903
["AGHL","BGK","BF","EL","HJK"]:0.27077552181316605:5355.352057144563
["AG","KL","","","BHK"]:0.2196902814375:1570.8554754123397
["A","","L","","AHK"]:0.130611373286625:1043.1710614043723
["AG","KL","E","","BHK"]:0.2216585350875:2195.0355509302517
["AGHL","J","","E","BHKL"]:0.24081870640283282:3223.9925207399865
["AGHL","BK","FI","E","HJK"]:0.26218647769829:4232.165963138142
["AGHL","BJK","","F","HKL"]:0.2422157309379701:3538.66135353967
["AHL","","","","BHK"]:0.168686458884375:1020.5666789609442
["AL","","","","BHK"]:0.15252192580937501:955.8571378108435
["AGHL","JK","","","BHK"]:0.24108710128951094:2107.8279949226603
